#데이터시트 카테고리------------------  #question type: 문형의 종류  #script: LC의 경우에는 오디오파일, RC의 경우에는 읽어야 할 지문을 의미함 #question: 질문에 해당하는 부분으로 문장이나 이미지, 빈칸이 들어 갈 수 있음  #audio: question의 오디오 파일 #answer type: 제시되는 보기의 종류로 text 또는 image  #answer count: 보기의 개수로 3개 또는 4개가 가능하다  #option1,2,3,4: 보기를 의미하고 랜덤으로 출력된다  #answer: 보기 중 답에 해당하는 보기를 써넣음. 이곳과 일치하는 보기를 정답 처리  #Question Type 설명------------------  #lcallinone: listening의 all in one 유형으로 좌측에서는 지문을 오디오로, 우측에서는 문제를 보여주는 유형  #rcallinone: reading의 all in one 유형으로 좌측에서는 지문을 텍스트로, 우측에서는 문제를 보여주는 유형  #listeningonly:listning divided 유형에서 지문을 오디오로 출력하기만 하는 부분으로 스토리가 음성으로 제시되고 페이지 버튼을 넘겨서 문제로 넘어가도록 한다.  #readingonly: reading divided 유형에서 읽기만 하는 부분으로 지문이 텍스트로 제시되고 아이들이 글을 스스로 읽은 뒤 페이지 버튼을 넘겨서 문제로 넘어가도록 한다.  #multiplechoices: diviided 유형에서 사용할 수 있는 선다형 문제유형  #fiiintheblank: diviided 유형에서 사용할 수 있는 문제로 문장의 빈칸을 채워넣는 문제유형  #ordering: diviided 유형에서 사용할 수 있는 문제로 주어진 문장의 순서를 배열하는 문제유형													
#LanguageTag	Level	WorkSheet	Problem	QuestionType	Script	Question	Audio	AnswerType	Option1	Option2	Option3	Option4	Answer
ms-MY	44	1	10	fillintheblank		My [friends] and I do many things together at school.	en_uk_lc_4_10_q2.m4a	text	teachers	sisters			
ms-MY	44	1	11	ordering			en_uk_lc_4_10_q3.m4a	text	First, she is with her friends at school.	Then, she walks home with her friends.	Finally, she says goodbye to her friends.		
ms-MY	44	1	12	multiplechoices		Why is she excited about tomorrow?	en_uk_lc_4_10_q4.m4a	text	She gets to see her friends again.	She wants to take an exam.	She gets to play with her sister tomorrow.		She gets to see her friends again.
ms-MY	45	1	1	title	Cerita 1								
ms-MY	45	1	2	listeningonly	ms_my_lc_4_7_story.m4a								
ms-MY	45	1	3	fillintheblank		Chiku has a [sister].	en_uk_lc_4_7_q1.m4a	text	brother	cousin			
ms-MY	45	1	4	multiplechoices		Is Chiku’s sister younger or older?	en_uk_lc_4_7_q2.m4a	text	Older	Younger	They are same age		Older
ms-MY	45	1	5	multiplechoices		What does Chiku’s sister teach her?	en_uk_lc_4_7_q3.m4a	text	Many things, like math, reading and sports	Nothing	Only how to do math		Many things, like math, reading and sports
ms-MY	45	1	6	multiplechoices		Why does Chiku call her sister her “teacher”?	en_uk_lc_4_7_q4.m4a	text	Because she teaches Chiku many things.	Because her job is a teacher.	Because she likes the word teacher.		Because she teaches Chiku many things.
ms-MY	45	1	7	title	Cerita 2								
ms-MY	45	1	8	listeningonly	ms_my_lc_4_12_story.m4a								
ms-MY	45	1	9	multiplechoices		What does Martin want to learn how to play?	en_uk_lc_4_12_q1.m4a	text	Football	Checkers	Racing		Football
ms-MY	45	1	10	multiplechoices		Who helps teach Martin to play football?	en_uk_lc_4_12_q2.m4a	text	His friends	His teacher	His sister		His friends
ms-MY	45	1	11	fillintheblank		Martin does [his best].	en_uk_lc_4_12_q3.m4a	text	his worst	just okay			
ms-MY	45	1	12	multiplechoices		Does Martin like football at the end?	en_uk_lc_4_12_q4.m4a	text	Yes, he says it is fun!	No, he says it is hard.	We don’t know.		Yes, he says it is fun!
ms-MY	46	1	1	title	Cerita 1								
ms-MY	46	1	2	listeningonly	ms_my_lc_5_3_story.m4a								
ms-MY	46	1	3	multiplechoices		What does Bititi have at school?	en_uk_lc_5_3_q1.m4a	text	A new drum	A new teacher	A new friend		A new drum
ms-MY	46	1	4	multiplechoices		Who does Bititi like to watch play the drum?	en_uk_lc_5_3_q2.m4a	text	Her teacher and the older students	Her friends	Her headmaster		Her teacher and the older students
ms-MY	46	1	5	fillintheblank		They are all very [good] at playing the drum.	en_uk_lc_5_3_q3.m4a	text	bad	poor			
ms-MY	46	1	6	multiplechoices		Why is Bititi very happy?	en_uk_lc_5_3_q4.m4a	text	Her teacher will teach her to play the drums.	Her teacher bought her a drum.	Her friends gave her sweets.		Her teacher will teach her to play the drums.
ms-MY	46	1	7	title	Cerita 2								
ms-MY	46	1	8	listeningonly	ms_my_lc_5_4_story.m4a								
ms-MY	46	1	9	multiplechoices		What do Chega and his father sell at the market?	en_uk_lc_5_4_q1.m4a	text	Vegetables	Meat	Baskets		Vegetables
ms-MY	46	1	10	fillintheblank		Chega helps his father [carry] the vegetables to the market.	en_uk_lc_5_4_q2.m4a	text	fly	swim			
ms-MY	46	1	11	fillintheblank		He tells people how much each vegetable [costs].	en_uk_lc_5_4_q3.m4a	text	weighs	cooks			
ms-MY	46	1	12	multiplechoices		Why does Chega need to use math?	en_uk_lc_5_4_q4.m4a	text	He uses math to count how much change to give.	He doesn’t need math.	He needs to count the vegetables.		He uses math to count how much change to give.
ms-MY	47	1	1	title	Cerita 1								
ms-MY	47	1	2	listeningonly	ms_my_lc_5_6_story.m4a								
ms-MY	47	1	3	multiplechoices		Who are Malika and Najma?	en_uk_lc_5_6_q1.m4a	text	They are friends.	They are sisters.	They are cousins.		They are friends.
ms-MY	47	1	4	multiplechoices		What should students do if they know the answer to the teacher’s question?	en_uk_lc_5_6_q2.m4a	text	Raise their hand first	Shout out the answer	Do not do anything		Raise their hand first
ms-MY	47	1	5	multiplechoices		When does Malika raise her hand in class?	en_uk_lc_5_6_q3.m4a	text	If she thinks she knows the answer, and if she has a good guess.	Never	All the time, no matter if she knows the answer or not.		If she thinks she knows the answer, and if she has a good guess.
ms-MY	47	1	6	fillintheblank		She [likes] sharing her answers and reasons with her class.	en_uk_lc_5_6_q4.m4a	text	hates	scared of			
ms-MY	47	1	7	title	Cerita 2								
ms-MY	47	1	8	listeningonly	ms_my_lc_5_5_story.m4a								
ms-MY	47	1	9	multiplechoices		Why did Zeyana and her mother go to the hospital?	en_uk_lc_5_5_q1.m4a	text	Zeyana was not feeling well.	To get a shot.	To do a check-up.		Zeyana was not feeling well.
ms-MY	47	1	10	multiplechoices		What are some things the doctor did?	en_uk_lc_5_5_q2.m4a	text	She examined Zeyana’s eyes and throat.	She only asked Zeyana a lot of questions.	She only did a blood test.		She examined Zeyana’s eyes and throat.
ms-MY	47	1	11	ordering			en_uk_lc_5_5_q3.m4a	text	Zeyana was not feeling well.	She went to visit the doctor.	The doctor gave her medicine.		
ms-MY	47	1	12	multiplechoices		Why did Zeyana feel better in days?	en_uk_lc_5_5_q4.m4a	text	She took medicine.	She got better on her own.	She was never sick.		She took medicine.
ms-MY	48	1	1	title	Cerita 1								
ms-MY	48	1	2	listeningonly	ms_my_lc_5_2_story.m4a								
ms-MY	48	1	3	multiplechoices		What did Imani and Jahina come across during their walk?	en_uk_lc_5_2_q1.m4a	text	A goat	A monkey	An elephant		A goat
ms-MY	48	1	4	multiplechoices		What was strange about the goat?	en_uk_lc_5_2_q2.m4a	text	It was all alone, and they did not recognize it.	The goat was acting funny.	The goat was really small.		It was all alone, and they did not recognize it.
ms-MY	48	1	5	multiplechoices		Who did they learn the goat belonged to?	en_uk_lc_5_2_q3.m4a	text	Their friend, Aziza.	No one.	Their neighbour, Paul.		Their friend, Aziza.
ms-MY	48	1	6	ordering			en_uk_lc_5_2_q4.m4a	text	First, Imani and Jahini went for a walk.	Then, they came across a lonely goat.	Finally, they saw its owner, Aziza chasing it.		
ms-MY	48	1	7	title	Cerita 2								
ms-MY	48	1	8	listeningonly	ms_my_lc_5_7_story.m4a								
ms-MY	48	1	9	multiplechoices		What did Mkamba’s dad need?	en_uk_lc_5_7_q1.m4a	text	Eggs	Salt	Bread		Eggs
ms-MY	48	1	10	multiplechoices		How many eggs did Mkamba find with their chickens?	en_uk_lc_5_7_q2.m4a	text	Four eggs	No eggs	One egg		Four eggs
ms-MY	48	1	11	multiplechoices		Why was Mkamba sad?	en_uk_lc_5_7_q3.m4a	text	He dropped one egg.	He did not like eggs.	He did not find any eggs.		He dropped one egg.
ms-MY	48	1	12	ordering			en_uk_lc_5_7_q4.m4a	text	Mkamba needed eggs for his dad.	Mkamba found four eggs with the chickens.	Mkamba dropped one egg.		
ms-MY	49	1	1	title	Cerita 1								
ms-MY	49	1	2	listeningonly	ms_my_lc_5_1_story.m4a								
ms-MY	49	1	3	multiplechoices		What was wrong with Himidi’s right eye?	en_uk_lc_5_1_q1.m4a	text	It was red and it hurt a lot.	He could not see.	Nothing was wrong.		It was red and it hurt a lot.
ms-MY	49	1	4	multiplechoices		Where did his mother take him?	en_uk_lc_5_1_q2.m4a	text	To the clinic	To the police station	To the store		To the clinic
ms-MY	49	1	5	multiplechoices		What did the nurse say was wrong with his eye?	en_uk_lc_5_1_q3.m4a	text	She said he had an infection.	She said nothing was wrong.	She does not know.		She said he had an infection.
ms-MY	49	1	6	ordering			en_uk_lc_5_1_q4.m4a	text	First, Himidi’s eye hurt a lot.	Then, he and his mother visited the clinic.	Finally, the nurse gave Himidi medicine.		
ms-MY	49	1	7	title	Cerita 2								
ms-MY	49	1	8	listeningonly	ms_my_lc_5_8_story.m4a								
ms-MY	49	1	9	multiplechoices		Why were Jali and Karima excited?	en_uk_lc_5_8_q1.m4a	text	They will get to paint their house with their dad and uncle.	They will go to the market.	They will go to their grandmother’s village.		They will get to paint their house with their dad and uncle.
ms-MY	49	1	10	multiplechoices		What have Jali and Karima been thinking about for weeks?	en_uk_lc_5_8_q2.m4a	text	What color to paint their house	What to play with their uncle	What to cook for their uncle		What color to paint their house
ms-MY	49	1	11	fillintheblank		Their [dad] let them paint two walls white and two walls blue.	en_uk_lc_5_8_q3.m4a	text	sister	brother			
ms-MY	49	1	12	multiplechoices		Why did they need to paint the house two colors?	en_uk_lc_5_8_q4.m4a	text	Because Jali wanted to paint the house white, and Karim wanted to paint the house blue.	Because it looks nicer.	Because all houses have two colors.		Because Jali wanted to paint the house white, and Karim wanted to paint the house blue.
