#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
ms-MY	12	3	3	4	en_uk_d4_10.m4a	Sandy berumur 5 tahun. Mia berusia 7 tahun lebih tua daripada Sandy. Berapa umur Mia?	11	12	13	14	tahun	tahun	tahun	tahun	5 + 7 = <12>	2	5	12	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	12	3	4	4	en_uk_d4_04.m4a	Bakar bekerja 4 jam lebih daripada Ian. Ian bekerja 8 jam. Berapa jam Bakar berfungsi?	4	8	12	16	jam	jam	jam	jam	8 + 4 = <12>	3	12	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	12	3	5	4	en_uk_d4_06.m4a	Postman menyampaikan 3 lagi surat hari ini daripada semalam. Dia menyampaikan 8 huruf semalam. Berapa banyak surat yang dia sampaikan hari ini?	11	13	15	17	surat	surat	surat	surat	8 + 3 = <11>	1	11	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	13	1	1	2	en_uk_b2_03.m4a	Terdapat 10 pelajar di bas sekolah. 3 pelajar turun dari bas. Berapa banyak pelajar yang tinggal di dalam bas?	3	7	10	13	pelajar	pelajar	pelajar	pelajar	10 - 3 = <7>	2	10	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	13	1	2	2	en_uk_b2_07.m4a	Nik mempunyai 13 biji oren. Dia memakan 5 daripadanya. Berapa banyak oren yang tinggal?	5	8	11	13	oren	oren	oren	oren	13 - 5 = <8>	2	13	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	13	1	3	2	en_uk_b2_02.m4a	Daud mempunyai 12 masalah matematik untuk kerja rumah. Dia menjawab 3 dari mereka. Berapa banyak lagi masalah matematik yang ditinggalkan Daud untuk dijawab?	3	7	9	12	masalah	masalah	masalah	masalah	12 - 3 = <9>	3	12	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	13	1	4	2	en_uk_b2_06.m4a	Johan mempunyai 16 guli dan kehilangan 7 daripadanya. Berapa banyak guli yang dimiliki oleh Johan sekarang?	6	7	8	9	guli	guli	guli	guli	16 - 7 = <9>	4	16	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	13	1	5	2	en_uk_b2_01.m4a	Nassir mengambil buku 17 halaman. Dia membaca 9 halaman. Berapa banyak halaman yang dia tinggalkan untuk dibaca?	5	8	9	15	muka surat	muka surat	muka surat	muka surat	17 - 9 = <8>	2	17	9	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	13	2	1	2	en_uk_b2_02.m4a	Daud mempunyai 12 masalah matematik untuk kerja rumah. Dia menjawab 3 dari mereka. Berapa banyak lagi masalah matematik yang ditinggalkan Daud untuk dijawab?	3	7	9	12	masalah	masalah	masalah	masalah	12 - 3 = <9>	3	12	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	13	2	2	2	en_uk_b2_05.m4a	Diego mempunyai 11 mangga dalam bakul. Diego memberikan 4 mangga kepada kakaknya. Berapa banyak mangga yang tinggal di dalam bakul?	5	7	9	11	mangga	mangga	mangga	mangga	11 - 4 = <7>	2	11	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	13	2	3	2	en_uk_b2_07.m4a	Nik mempunyai 13 biji oren. Dia memakan 5 daripadanya. Berapa banyak oren yang tinggal?	5	8	11	13	oren	oren	oren	oren	13 - 5 = <8>	2	13	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	13	2	4	2	en_uk_b2_10.m4a	Sara mempunyai 14 pensel di dalam begnya. Dia membiarkan kawan -kawannya meminjam 7 daripadanya. Berapa banyak pensil yang telah ditinggalkan oleh Sara?	4	7	10	14	pensel	pensel	pensel	pensel	14 - 7 = <7>	2	14	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	13	2	5	2	en_uk_b2_06.m4a	Johan mempunyai 16 guli dan kehilangan 7 daripadanya. Berapa banyak guli yang dimiliki oleh Johan sekarang?	6	7	8	9	guli	guli	guli	guli	16 - 7 = <9>	4	16	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	13	3	1	2	en_uk_b2_05.m4a	Diego mempunyai 11 mangga dalam bakul. Diego memberikan 4 mangga kepada kakaknya. Berapa banyak mangga yang tinggal di dalam bakul?	5	7	9	11	mangga	mangga	mangga	mangga	11 - 4 = <7>	2	11	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	13	3	2	2	en_uk_b2_03.m4a	Terdapat 10 pelajar di bas sekolah. 3 pelajar turun dari bas. Berapa banyak pelajar yang tinggal di dalam bas?	3	7	10	13	pelajar	pelajar	pelajar	pelajar	10 - 3 = <7>	2	10	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	13	3	3	2	en_uk_b2_08.m4a	Lina mempunyai 12 buku. Dia menderma 8 buku ke perpustakaan kelasnya. Berapa banyak buku yang telah ditinggalkan oleh Lina?	2	4	6	8	buku	buku	buku	buku	12 - 8 = <4>	2	12	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	13	3	4	2	en_uk_b2_04.m4a	Terdapat 15 itik berenang di kolam. 7 itik terbang. Berapa banyak itik yang masih berenang di kolam?	5	7	8	10	ducks	ducks	ducks	ducks	15 - 7 = <8>	3	15	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	13	3	5	2	en_uk_b2_09.m4a	Terdapat 18 domba di kandang. 9 Kambing dijual. Berapa banyak domba yang tersisa di kandang?	3	6	9	11	biri-biri	biri-biri	biri-biri	biri-biri	18 - 9 = <9>	3	18	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	14	1	1	4	en_uk_d2_01.m4a	Aminah mempunyai 13 bunga di tamannya. Kate mempunyai 8 bunga. Berapa banyak lagi bunga yang dimiliki oleh Aminah daripada Kate?	3	5	8	13	bunga	bunga	bunga	bunga	13 - 8 = <5>	2	13	8	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	14	1	2	4	en_uk_d2_02.m4a	Tina meminjam 11 buku dari perpustakaan. Rakannya meminjam 5 buku. Berapa banyak lagi buku yang dipinjam Tina daripada rakannya?	5	6	8	11	buku	buku	buku	buku	11 - 5 = <6>	2	11	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	14	1	3	4	en_uk_d2_08.m4a	Ibrahim membuat 5 kapal terbang kertas. Nurul membuat 14 kapal terbang kertas. Berapa sedikit kapal terbang kertas yang dibuat oleh Ibrahim daripada Nurul?	4	5	9	14	kapal terbang	kapal terbang	kapal terbang	kapal terbang	14 - 5 = <9>	3	5	14	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	14	1	4	4	en_uk_d2_06.m4a	Hamid berumur 12 tahun. Saudaranya Ali berumur 8 tahun. Berapa lebih muda Ali daripada Hamid?	4	8	12	18	tahun	tahun	tahun	tahun	12 - 8  = <4>	1	12	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	14	1	5	4	en_uk_d2_09.m4a	Kanak -kanak melukis gambar untuk menghiasi kelas mereka. The Boys Lukis 11 gambar dan gadis -gadis menarik 20. Berapa banyak lagi gambar yang dilakukan oleh gadis -gadis daripada lelaki?	9	11	15	20	gambar	gambar	gambar	gambar	20 - 11 = <9>	1	11	20	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	14	2	1	4	en_uk_d2_04.m4a	Dan tidak membeli 12 tumbuhan. Kakaknya membeli 7 tumbuhan. Berapa banyak lagi tumbuh -tumbuhan yang tidak membeli daripada kakaknya?	3	5	7	12	plants	plants	plants	plants	12 - 7 = <5>	2	12	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	14	2	2	4	en_uk_d2_10.m4a	Hujan 15 hari pada bulan Mac. Hujan 8 hari pada bulan April. Berapa hari lagi hujan pada bulan Mac berbanding April?	5	7	8	15	hari	hari	hari	hari	15 - 8 = <7>	2	15	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	14	2	3	4	en_uk_d2_06.m4a	Hamid berumur 12 tahun. Saudaranya Ali berumur 8 tahun. Berapa lebih muda Ali daripada Hamid?	4	8	12	18	tahun	tahun	tahun	tahun	12 - 8  = <4>	1	12	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	14	2	4	4	en_uk_d2_07.m4a	Noriza Bakes 15 cookies dan 7 kek. Berapa banyak kek yang dia bakar daripada cookies?	7	8	9	10	cakes	cakes	cakes	cakes	15 - 7 = <8>	2	15	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	14	2	5	4	en_uk_d2_05.m4a	Terdapat 13 kanak -kanak perempuan dan 18 lelaki dalam kelas. Berapa banyak lagi kanak -kanak lelaki yang ada daripada kanak -kanak perempuan?	5	10	13	18	budak lelaki	budak lelaki	budak lelaki	budak lelaki	18 - 13 = <5>	1	13	18	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	14	3	1	4	en_uk_d2_10.m4a	Hujan 15 hari pada bulan Mac. Hujan 8 hari pada bulan April. Berapa hari lagi hujan pada bulan Mac berbanding April?	5	7	8	15	hari	hari	hari	hari	15 - 8 = <7>	2	15	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	14	3	2	4	en_uk_d2_01.m4a	Aminah mempunyai 13 bunga di tamannya. Kate mempunyai 8 bunga. Berapa banyak lagi bunga yang dimiliki oleh Aminah daripada Kate?	3	5	8	13	bunga	bunga	bunga	bunga	13 - 8 = <5>	2	13	8	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	14	3	3	4	en_uk_d2_07.m4a	Noriza Bakes 15 cookies dan 7 kek. Berapa banyak kek yang dia bakar daripada cookies?	7	8	9	10	cakes	cakes	cakes	cakes	15 - 7 = <8>	2	15	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	14	3	4	4	en_uk_d2_08.m4a	Ibrahim membuat 5 kapal terbang kertas. Nurul membuat 14 kapal terbang kertas. Berapa sedikit kapal terbang kertas yang dibuat oleh Ibrahim daripada Nurul?	4	5	9	14	kapal terbang	kapal terbang	kapal terbang	kapal terbang	14 - 5 = <9>	3	5	14	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	14	3	5	4	en_uk_d2_03.m4a	Siti menemui 20 kerang di pantai. Nuh menemui 6 kerang. Berapa banyak lagi kerang yang dicari oleh siti daripada nuh?	6	10	14	20	seashells	seashells	seashells	seashells	20 - 6 = <14>	3	20	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	15	1	1	5	en_uk_c2_07.m4a	Cik Zainab sedang bermain permainan bersembunyi dan mencari dengan 11 pelajarnya. Dia mendapati 3 pelajar. Berapa banyak pelajar yang masih bersembunyi?	3	5	8	11	pelajar	pelajar	pelajar	pelajar	11 = 3 + <8>	3	3	8	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	15	1	2	5	en_uk_c2_01.m4a	Terdapat 15 pelajar di dalam bilik darjah. 9 pelajar memakai seluar panjang. Selebihnya memakai seluar pendek. Berapa banyak pelajar yang memakai seluar pendek?	3	6	9	15	pelajar	pelajar	pelajar	pelajar	15 = 9 + <6>	2	9	6	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	15	1	3	5	en_uk_c2_02.m4a	Kamal mempunyai 17 belon. 8 belon berwarna merah dan selebihnya hijau. Berapa banyak belon hijau?	7	8	9	10	belon	belon	belon	belon	17 = 8 + <9>	3	8	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	15	1	4	5	en_uk_c2_03.m4a	Laila dan Khadijah menangkap 14 kunang -kunang sama sekali. Laila menangkap 5 kunang. Berapa banyak kunang -kunang yang ditangkap Khadijah?	6	9	12	14	kelip-kelip	kelip-kelip	kelip-kelip	kelip-kelip	14 = 5 + <9>	2	5	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	15	1	5	5	en_uk_c2_05.m4a	Cik Daud mempunyai 12 pelajar di kelasnya. Sesetengah pelajar tidak hadir dan 7 pelajar hadir. Berapa banyak pelajar yang tidak hadir?	5	7	9	12	pelajar	pelajar	pelajar	pelajar	12 = <5> + 7	1	5	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	15	2	1	5	en_uk_c2_09.m4a	Pasukan tenis mempunyai 12 pemain. 6 pemain adalah gadis. Ada lelaki. Berapa banyak pemain tenis lelaki?	2	6	10	12	budak lelaki	budak lelaki	budak lelaki	budak lelaki	12 = 6 + <6>	2	6	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	15	2	2	5	en_uk_c2_06.m4a	Sekeping kayu adalah panjang 13 inci. Ia dipotong menjadi dua bahagian. Satu bahagian adalah 6 inci panjang. Berapa lama bahagian yang lain?	6	7	8	9	inci	inci	inci	inci	13 = 6 + <7>	2	6	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	15	2	3	5	en_uk_c2_03.m4a	Laila dan Khadijah menangkap 14 kunang -kunang sama sekali. Laila menangkap 5 kunang. Berapa banyak kunang -kunang yang ditangkap Khadijah?	6	9	12	14	kelip-kelip	kelip-kelip	kelip-kelip	kelip-kelip	14 = 5 + <9>	2	5	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	15	2	4	5	en_uk_c2_04.m4a	Zakaria mempunyai 17 hadiah ulang tahun. 9 hadiah adalah dari keluarganya dan selebihnya adalah dari kawan -kawannya. Berapa banyak hadiah dari kawan -kawannya?	7	8	9	10	hadiah	hadiah	hadiah	hadiah	17 = 9 + <8>	2	9	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	15	2	5	5	en_uk_c2_08.m4a	Terdapat 16 kanak -kanak di dalam kelas. Sesetengah kanak -kanak pergi ke luar untuk bermain. 7 kanak -kanak tinggal di dalam untuk membaca buku. Berapa banyak anak di luar?	7	9	13	16	kanak-kanak	kanak-kanak	kanak-kanak	kanak-kanak	16 = <9> + 7	2	9	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	15	3	1	5	en_uk_c2_10.m4a	Mazlina menulis 14 surat kepada rakan dan keluarga. 7 surat adalah untuk kawan -kawannya dan selebihnya adalah untuk keluarganya. Berapa banyak surat untuk keluarganya?	4	7	10	14	surat	surat	surat	surat	14 = 7 + <7>	2	7	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	15	3	2	5	en_uk_c2_04.m4a	Zakaria mempunyai 17 hadiah ulang tahun. 9 hadiah adalah dari keluarganya dan selebihnya adalah dari kawan -kawannya. Berapa banyak hadiah dari kawan -kawannya?	7	8	9	10	hadiah	hadiah	hadiah	hadiah	17 = 9 + <8>	2	9	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	15	3	3	5	en_uk_c2_09.m4a	Pasukan tenis mempunyai 12 pemain. 6 pemain adalah gadis. Ada lelaki. Berapa banyak pemain tenis lelaki?	2	6	10	12	budak lelaki	budak lelaki	budak lelaki	budak lelaki	12 = 6 + <6>	2	6	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	15	3	4	5	en_uk_c2_06.m4a	Sekeping kayu adalah panjang 13 inci. Ia dipotong menjadi dua bahagian. Satu bahagian adalah 6 inci panjang. Berapa lama bahagian yang lain?	6	7	8	9	inci	inci	inci	inci	13 = 6 + <7>	2	6	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	15	3	5	5	en_uk_c2_05.m4a	Cik Daud mempunyai 12 pelajar di kelasnya. Sesetengah pelajar tidak hadir dan 7 pelajar hadir. Berapa banyak pelajar yang tidak hadir?	5	7	9	12	pelajar	pelajar	pelajar	pelajar	12 = <5> + 7	1	5	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	16	1	1	3	en_uk_f1_03.m4a	Alia membeli 2 kotak mangga. Setiap kotak mempunyai 4 mangga. Berapa banyak mangga yang dia beli?	4	8	12	16	mangga	mangga	mangga	mangga	2 X 4 = <8>	2	2	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	16	1	2	3	en_uk_f1_01.m4a	Mikail mempunyai 3 pasang kaus kaki. Setiap pasangan mempunyai 2 stoking. Berapa banyak stoking yang dimiliki oleh Mikail?	3	6	9	12	socks	socks	socks	socks	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	16	1	3	3	en_uk_f1_08.m4a	Noriza mengira 3 bunga di dalam periuk bunga. Setiap bunga mempunyai 5 kelopak. Berapa banyak kelopak yang ada?	5	10	15	20	petals	petals	petals	petals	3 X 5 = <15>	3	3	5	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	16	1	4	3	en_uk_f1_02.m4a	Lebah mempunyai 6 kaki. Berapa banyak kaki yang ada 2 lebah?	4	8	12	16	kaki	kaki	kaki	kaki	2 X 6 = <12>	3	2	6	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	16	1	5	3	en_uk_f1_09.m4a	Ia mengambil Salma 7 minit untuk menjalankan satu batu. Berapa lamakah ia akan membawanya berjalan 4 batu?	7	14	28	35	minit	minit	minit	minit	4 X 7 = <28>	3	4	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	16	2	1	3	en_uk_f1_05.m4a	Terdapat 3 domba di padang rumput. Setiap domba mempunyai 4 anak domba. Berapa banyak anak domba di padang rumput?	6	9	12	15	anak biri-biri	anak biri-biri	anak biri-biri	anak biri-biri	3 X 4 = <12>	3	3	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	16	2	2	3	en_uk_f1_06.m4a	Itik mempunyai 2 kaki. Berapa banyak kaki yang ada 3 itik?	3	6	9	12	kaki	kaki	kaki	kaki	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	16	2	3	3	en_uk_f1_04.m4a	Terdapat 2 gerabak di ladang. Setiap gerobak membawa 8 orang anak. Berapa banyak kanak -kanak di dalam gerabak?	4	8	12	16	kanak-kanak	kanak-kanak	kanak-kanak	kanak-kanak	2 X 8 = <16>	4	2	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	16	2	4	3	en_uk_f1_10.m4a	Kit, Ruth, dan Salim masing -masing makan 2 keping pizza. Berapa banyak keping pizza yang mereka makan dalam semua?	3	6	12	15	slices	slices	slices	slices	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	16	2	5	3	en_uk_f1_07.m4a	Shahirah membeli 4 kotak donat. Setiap kotak mengandungi 5 donat. Berapa banyak donat yang dia beli sama sekali?	5	15	20	30	donat	donat	donat	donat	4 X 5 = <20>	3	4	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	16	3	1	3	en_uk_f1_01.m4a	Mikail mempunyai 3 pasang kaus kaki. Setiap pasangan mempunyai 2 stoking. Berapa banyak stoking yang dimiliki oleh Mikail?	3	6	9	12	socks	socks	socks	socks	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	16	3	2	3	en_uk_f1_05.m4a	Terdapat 3 domba di padang rumput. Setiap domba mempunyai 4 anak domba. Berapa banyak anak domba di padang rumput?	6	9	12	15	anak biri-biri	anak biri-biri	anak biri-biri	anak biri-biri	3 X 4 = <12>	3	3	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	16	3	3	3	en_uk_f1_03.m4a	Alia membeli 2 kotak mangga. Setiap kotak mempunyai 4 mangga. Berapa banyak mangga yang dia beli?	4	8	12	16	mangga	mangga	mangga	mangga	2 X 4 = <8>	2	2	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	16	3	4	3	en_uk_f1_04.m4a	Terdapat 2 gerabak di ladang. Setiap gerobak membawa 8 orang anak. Berapa banyak kanak -kanak di dalam gerabak?	4	8	12	16	kanak-kanak	kanak-kanak	kanak-kanak	kanak-kanak	2 X 8 = <16>	4	2	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	16	3	5	3	en_uk_f1_09.m4a	Ia mengambil Salma 7 minit untuk menjalankan satu batu. Berapa lamakah ia akan membawanya berjalan 4 batu?	7	14	28	35	minit	minit	minit	minit	4 X 7 = <28>	3	4	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	17	1	1	5	en_uk_f2_01.m4a	2 kanak -kanak berkongsi 8 gula -gula sama. Berapa banyak gula -gula yang diperoleh setiap anak?	2	4	6	8	gula-gula	gula-gula	gula-gula	gula-gula	8 = <4> + <4>	2	4	4	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	17	1	2	5	en_uk_f2_02.m4a	Anda dan kakak anda berkongsi 10 beg cip sama. Berapa banyak beg cip yang akan anda perolehi?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	17	1	3	5	en_uk_f2_03.m4a	Seorang petani mempunyai 16 biji telur dan meletakkannya ke dalam 2 kotak sama. Berapa banyak telur di setiap kotak?	2	4	8	16	telur	telur	telur	telur	16 = <8> + <8>	3	8	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	17	1	4	5	en_uk_f2_06.m4a	3 rakan berkongsi 12 gula -gula sama. Berapa banyak gula -gula yang diperoleh setiap rakan?	3	4	5	6	lilin	lilin	lilin	lilin	12 = <4> + <4> + <4>	2	4	4	4	0					wordwindow-stone-green.png	wordwindow-stone-red.png	wordwindow-stone-yellow.png	
ms-MY	17	1	5	5	en_uk_f2_09.m4a	20 pelajar sama -sama dibahagikan kepada 4 kumpulan oleh guru. Berapa banyak pelajar dalam setiap kumpulan?	5	10	15	20	pelajar	pelajar	pelajar	pelajar	20 = <5> + <5> + <5> + <5>	1	5	5	5	5					wordwindow-stone-blue.png	wordwindow-stone-red.png	wordwindow-stone-green.png	wordwindow-stone-yellow.png
ms-MY	17	2	1	5	en_uk_f2_04.m4a	Fatimah memilih 6 bunga. Dia meletakkan jumlah bunga yang sama ke dalam 2 pasu. Berapa banyak bunga yang dia masukkan ke dalam setiap pasu?	2	3	5	6	bunga	bunga	bunga	bunga	6 = <3> + <3>	2	3	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	17	2	2	5	en_uk_f2_02.m4a	Anda dan kakak anda berkongsi 10 beg cip sama. Berapa banyak beg cip yang akan anda perolehi?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	17	2	3	5	en_uk_f2_05.m4a	Miranda membakar 18 brownie. Dia meletakkan bilangan brownie yang sama ke atas 2 pinggan. Berapa banyak brownie yang terdapat pada setiap pinggan?	2	8	9	18	brownies	brownies	brownies	brownies	18 = <9> + <9>	3	9	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png	wordwindow-stone-blue.png	
ms-MY	17	2	4	5	en_uk_f2_08.m4a	Kelas Encik Simson mempunyai 18 buku. Dia mengatur mereka sama -sama di 3 rak. Berapa banyak buku di setiap rak?	3	6	16	18	buku	buku	buku	buku	18 = <6> + <6> + <6>	2	6	6	6	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png	wordwindow-stone-green.png	
ms-MY	17	2	5	5	en_uk_f2_10.m4a	Marzuki membeli 12 ikan. Dia meletakkan jumlah ikan yang sama ke dalam 4 tangki. Berapa banyak ikan dalam setiap tangki?	3	4	9	12	ikan	ikan	ikan	ikan	12 = <3> + <3> + <3> + <3>	1	3	3	3	3					wordwindow-stone-blue.png	wordwindow-stone-yellow.png	wordwindow-stone-red.png	wordwindow-stone-green.png
ms-MY	17	3	1	5	en_uk_f2_02.m4a	Anda dan kakak anda berkongsi 10 beg cip sama. Berapa banyak beg cip yang akan anda perolehi?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	17	3	2	5	en_uk_f2_04.m4a	Fatimah memilih 6 bunga. Dia meletakkan jumlah bunga yang sama ke dalam 2 pasu. Berapa banyak bunga yang dia masukkan ke dalam setiap pasu?	2	3	5	6	bunga	bunga	bunga	bunga	6 = <3> + <3>	2	3	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	17	3	3	5	en_uk_f2_03.m4a	Seorang petani mempunyai 16 biji telur dan meletakkannya ke dalam 2 kotak sama. Berapa banyak telur di setiap kotak?	2	4	8	16	telur	telur	telur	telur	16 = <8> + <8>	3	8	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	17	3	4	5	en_uk_f2_07.m4a	Shanti memilih 6 mangga dari pokok. Dia meletakkan bilangan mangga yang sama ke dalam 3 kotak. Berapa banyak mangga yang dia masukkan ke dalam setiap kotak?	2	3	5	6	mangga	mangga	mangga	mangga	6 = <2> + <2> + <2>	1	2	2	2	0					wordwindow-stone-red.png	wordwindow-stone-green.png	wordwindow-stone-blue.png	
ms-MY	17	3	5	5	en_uk_f2_09.m4a	20 pelajar sama -sama dibahagikan kepada 4 kumpulan oleh guru. Berapa banyak pelajar dalam setiap kumpulan?	5	10	15	20	pelajar	pelajar	pelajar	pelajar	20 = <5> + <5> + <5> + <5>	1	5	5	5	5					wordwindow-stone-blue.png	wordwindow-stone-red.png	wordwindow-stone-green.png	wordwindow-stone-yellow.png
