# LanguageTag	# Level	# Worksheet	# Problem		# Word	# Missing Position	# Number of Consonant Choices	# Number of Vowel Choices	# Image	# Sound Duration
ms-MY	16	1	4		seluar	******	4	4	spelling_seluar.png	0.644625
ms-MY	16	1	5		sungai	******	4	4	spelling_sungai.png	1.265487528
ms-MY	16	1	6		kertas	******	4	4	spelling_kertas.png	0.965170068
ms-MY	16	1	7		cermin	******	4	4	spelling_cermin.png	0
ms-MY	16	2	1		hidung	******	4	4	spelling_hidung.png	1.162517007
ms-MY	16	2	2		kertas	******	4	4	spelling_kertas.png	0.965170068
ms-MY	16	2	3		monyet	******	4	4	spelling_monyet.png	1.137777778
ms-MY	16	2	4		lantai	******	4	4	spelling_lantai.png	0.691541667
ms-MY	16	2	5		kerusi	******	4	4	spelling_kerusi.png	0.5639375
ms-MY	16	2	6		petang	******	4	4	spelling_petang.png	0.735
ms-MY	16	2	7		kepala	******	4	4	spelling_kepala.png	1.451247166
ms-MY	16	3	1		biskut	******	4	4	spelling_biskut.png	1.033287982
ms-MY	16	3	2		kertas	******	4	4	spelling_kertas.png	0.965170068
ms-MY	16	3	3		pensel	******	4	4	spelling_pensel.png	0.763560091
ms-MY	16	3	4		durian	******	4	4	spelling_durian.png	1.056507937
ms-MY	16	3	5		bantal	******	4	4	spelling_bantal.png	0.762041667
ms-MY	16	3	6		tomato	******	4	4	spelling_tomato.png	1.184217687
ms-MY	16	3	7		seluar	******	4	4	spelling_seluar.png	0.644625
ms-MY	16	4	1		lantai	******	4	4	spelling_lantai.png	0.691541667
ms-MY	16	4	2		bantal	******	4	4	spelling_bantal.png	0.762041667
ms-MY	16	4	3		pensel	******	4	4	spelling_pensel.png	0.763560091
ms-MY	16	4	4		tandas	******	4	4	spelling_tandas.png	0.780541667
ms-MY	16	4	5		padang	******	4	4	spelling_padang.png	0.935736962
ms-MY	16	4	6		kerusi	******	4	4	spelling_kerusi.png	0.5639375
ms-MY	16	4	7		kepala	******	4	4	spelling_kepala.png	1.451247166
ms-MY	16	5	1		durian	******	4	4	spelling_durian.png	1.056507937
ms-MY	16	5	2		cermin	******	4	4	spelling_cermin.png	0
ms-MY	16	5	3		monyet	******	4	4	spelling_monyet.png	1.137777778
ms-MY	16	5	4		kertas	******	4	4	spelling_kertas.png	0.965170068
ms-MY	16	5	5		nombor	******	4	4	spelling_nombor.png	0.729916667
ms-MY	16	5	6		petang	******	4	4	spelling_petang.png	0.735
ms-MY	16	5	7		lantai	******	4	4	spelling_lantai.png	0.691541667
ms-MY	16	6	1		sungai	******	4	4	spelling_sungai.png	1.265487528
ms-MY	16	6	2		kerusi	******	4	4	spelling_kerusi.png	0.5639375
ms-MY	16	6	3		padang	******	4	4	spelling_padang.png	0.935736962
ms-MY	16	6	4		cermin	******	4	4	spelling_cermin.png	0
ms-MY	16	6	5		kertas	******	4	4	spelling_kertas.png	0.965170068
ms-MY	16	6	6		biskut	******	4	4	spelling_biskut.png	1.033287982
ms-MY	16	6	7		hidung	******	4	4	spelling_hidung.png	1.162517007
ms-MY	16	7	1		seluar	******	4	4	spelling_seluar.png	0.644625
ms-MY	16	7	2		nombor	******	4	4	spelling_nombor.png	0.729916667
ms-MY	16	7	3		cermin	******	4	4	spelling_cermin.png	0
ms-MY	16	7	4		sungai	******	4	4	spelling_sungai.png	1.265487528
ms-MY	16	7	5		bantal	******	4	4	spelling_bantal.png	0.762041667
ms-MY	16	7	6		petang	******	4	4	spelling_petang.png	0.735
ms-MY	16	7	7		hidung	******	4	4	spelling_hidung.png	1.162517007
